Date,Store Number,City,Zip Code,County Number,Category,Vendor Number,Item Number,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Margin,Price per Liter
2016-02-10,3853,DAVENPORT,52804,82,1031080,300,36908,1750,7.47,11.21,6,67.26,10.5,2.77,22.44,6.40571428571
2015-12-17,2582,MASON CITY,50401,17,1031080,297,35917,1000,4.17,6.26,12,75.12,12.0,3.17,25.08,6.26
2016-02-24,3932,MAPLETON,51034,67,1081030,370,67526,750,11.99,17.99,2,35.98,1.5,0.4,12.0,23.9866666667
2015-10-15,2582,MASON CITY,50401,17,1701100,259,56825,750,4.46,6.69,12,80.28,9.0,2.38,26.76,8.92
2015-02-18,3757,SIOUX CITY,51108,97,1062200,434,45278,1750,7.84,11.76,6,70.56,10.5,2.77,23.52,6.72
2015-07-20,2512,IOWA CITY,52240,52,1031080,205,36968,375,3.5,5.25,12,63.0,4.5,1.19,21.0,14.0
2015-12-10,4367,MASON CITY,50401,17,1041100,370,32231,500,3.3,4.95,2,9.9,1.0,0.26,3.3,9.9
2015-02-26,2593,CARROLL,51401,14,1011300,85,26827,1000,17.9,26.85,36,966.6,36.0,9.51,322.2,26.85
2015-12-18,5072,MOUNT PLEASANT,52641,44,1031080,434,36305,750,3.34,5.01,12,60.12,9.0,2.38,20.04,6.68
2015-12-22,3952,BETTENDORF,52722,82,1032200,277,34786,750,11.99,17.99,48,863.52,36.0,9.51,288.0,23.9866666667
2016-01-06,3735,OSKALOOSA,52577,10,1011500,65,27056,750,13.12,19.68,3,59.04,2.25,0.59,19.68,26.24
2015-06-08,2584,FORT MADISON,52627,56,1032080,260,34456,750,14.0,21.0,4,84.0,3.0,0.79,28.0,28.0
2015-05-12,4167,DUBUQUE,52001,31,1011300,85,26826,750,15.07,22.61,6,135.66,4.5,1.19,45.24,30.1466666667
2015-05-26,2629,COUNCIL BLUFFS,51503,78,1062300,260,43237,750,7.49,11.24,6,67.44,4.5,1.19,22.5,14.9866666667
2015-02-09,4222,EVANSDALE,50707,7,1032080,260,36871,750,19.0,28.5,2,57.0,1.5,0.4,19.0,38.0
2015-06-10,2568,CEDAR RAPIDS,52402,57,1032200,115,33663,750,8.25,12.38,1,12.38,0.75,0.2,4.13,16.5066666667
2015-11-30,2588,CEDAR RAPIDS,52403,57,1031080,205,36969,750,6.9,10.35,12,124.2,9.0,2.38,41.4,13.8
2015-08-13,3769,CEDAR FALLS,50613,7,1011200,259,17956,750,6.81,10.55,12,126.6,9.0,2.38,44.88,14.0666666667
2015-08-06,5063,WATERLOO,50703,7,1051010,259,52316,750,5.92,8.88,12,106.56,9.0,2.38,35.52,11.84
2015-04-22,2600,OSKALOOSA,52577,62,1012210,370,5036,750,22.49,33.74,1,33.74,0.75,0.2,11.25,44.9866666667
2015-12-01,4195,TOLEDO,52342,86,1031080,260,37996,750,8.25,12.38,3,37.14,2.25,0.59,12.39,16.5066666667
2015-06-10,4135,ALTOONA,50009,77,1011200,421,16518,1750,11.8,17.7,6,106.2,10.5,2.77,35.4,10.1142857143
2016-02-15,2662,MUSCATINE,52761,70,1081340,65,82827,1000,7.87,11.81,12,141.72,12.0,3.17,47.28,11.81
2015-08-18,3942,TOLEDO,52342,86,1051010,259,52186,750,6.26,9.72,2,19.44,1.5,0.4,6.92,12.96
2016-03-29,3390,MILFORD,51351,30,1051110,434,55088,1750,11.29,16.94,6,101.64,10.5,2.77,33.9,9.68
2015-10-12,2670,CORALVILLE,52241,52,1022100,395,89191,500,11.5,17.25,1,17.25,0.5,0.13,5.75,34.5
2015-02-25,2500,AMES,50010,85,1051120,434,55506,750,5.48,8.22,2,16.44,1.5,0.4,5.48,10.96
2015-05-05,5068,ARNOLDS PARK,51331,30,1062200,434,45248,1750,7.84,11.76,6,70.56,10.5,2.77,23.52,6.72
2015-11-04,4947,CEDAR FALLS,50647,7,1011100,434,24156,750,3.5,5.25,2,10.5,1.5,0.4,3.5,7.0
2016-03-10,2593,CARROLL,51401,14,1062300,35,43137,1000,9.5,14.25,36,513.0,36.0,9.51,171.0,14.25
2015-11-09,3618,CEDAR RAPIDS,52404,57,1031080,260,37996,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2016-03-15,2592,MARSHALLTOWN,50158,64,1051010,259,52146,750,5.92,8.88,2,17.76,1.5,0.4,5.92,11.84
2016-02-04,2612,PERRY,50220,25,1011200,259,17956,750,7.47,11.21,3,33.63,2.25,0.59,11.22,14.9466666667
2015-12-21,2228,WINTERSET,50273,61,1701100,255,297,750,18.09,27.14,6,162.84,4.5,1.19,54.3,36.1866666667
2015-08-19,3853,DAVENPORT,52804,82,1052010,420,48105,375,9.99,14.99,12,179.88,4.5,1.19,60.0,39.9733333333
2015-02-04,3565,IOWA CITY,52246,52,1011100,297,23823,200,1.2,1.8,12,21.6,2.4,0.63,7.2,9.0
2015-07-01,3456,CLEAR LAKE,50428,17,1011200,65,27783,750,10.49,15.74,4,62.96,3.0,0.79,21.0,20.9866666667
2015-11-30,2588,CEDAR RAPIDS,52403,57,1051010,205,52563,750,8.0,12.0,12,144.0,9.0,2.38,48.0,16.0
2015-12-03,3041,COLFAX,50054,50,1011200,65,20248,1750,10.49,15.74,2,31.48,3.5,0.92,10.5,8.99428571429
2015-11-20,4578,FARMINGTON,52626,89,1081010,434,76486,750,3.38,5.07,3,15.21,2.25,0.59,5.07,6.76
2015-11-18,2642,PELLA,50219,63,1032080,370,34001,600,7.92,11.88,1,11.88,0.6,0.16,3.96,19.8
2015-09-14,2837,WATERLOO,50702,7,1011200,65,19066,750,9.7,14.95,12,179.4,9.0,2.38,63.0,19.9333333333
2015-10-27,3942,TOLEDO,52342,86,1032080,370,34001,600,7.92,11.88,2,23.76,1.2,0.32,7.92,19.8
2015-05-21,2603,BETTENDORF,52722,82,1081200,305,73052,375,7.42,11.13,4,44.52,1.5,0.4,14.84,29.68
2015-12-09,3573,OTTUMWA,52501,90,1081312,65,82787,1000,7.62,11.43,12,137.16,12.0,3.17,45.72,11.43
2015-03-24,3912,CEDAR RAPIDS,52405,57,1062310,260,43336,750,9.0,13.5,8,108.0,6.0,1.59,36.0,18.0
2015-04-20,2506,BURLINGTON,52601,29,1012100,115,11786,750,5.23,7.85,24,188.4,18.0,4.76,62.88,10.4666666667
2016-03-21,2653,WASHINGTON,52353,92,1041100,297,29998,1750,7.33,11.0,6,66.0,10.5,2.77,22.02,6.28571428571
2015-08-20,4926,DES MOINES,50322,77,1012100,260,10803,300,7.35,11.03,1,11.03,0.3,0.08,3.68,36.7666666667
2015-12-08,3738,DUBUQUE,52001,31,1062200,434,45277,1000,4.34,6.51,12,78.12,12.0,3.17,26.04,6.51
2015-09-24,2248,DES MOINES,50312,77,1062310,240,45887,1000,11.78,17.67,3,53.01,3.0,0.79,17.67,17.67
2015-06-22,5070,WILTON,52778,70,1031100,300,36908,1750,7.47,11.21,2,22.42,3.5,0.92,7.48,6.40571428571
2015-05-11,2647,CEDAR RAPIDS,52411,57,1012100,260,11290,300,7.35,11.03,1,11.03,0.3,0.08,3.68,36.7666666667
2015-07-15,2594,SIOUX CITY,51106,97,1031200,260,77637,750,8.25,12.38,1,12.38,0.75,0.2,4.13,16.5066666667
2015-10-06,2651,WAVERLY,50677,9,1062200,434,45278,1750,7.84,11.76,6,70.56,10.5,2.77,23.52,6.72
2016-02-15,4495,GRUNDY CENTER,50638,38,1031100,297,35926,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2015-12-14,4303,MEDIAPOLIS,52637,29,1031080,260,37996,750,8.25,12.38,4,49.52,3.0,0.79,16.52,16.5066666667
2015-08-12,4186,DES MOINES,50321,77,1031080,260,37991,500,7.47,11.21,2,22.42,1.0,0.26,7.48,22.42
2016-01-04,4283,MARION,52302,57,1032080,35,34433,750,18.49,27.74,3,83.22,2.25,0.59,27.75,36.9866666667
2015-10-20,4764,FORT DODGE,50501,94,1081900,322,75214,750,10.0,15.0,6,90.0,4.5,1.19,30.0,20.0
2016-03-02,2611,OTTUMWA,52501,90,1022100,395,89193,200,3.0,4.5,6,27.0,1.2,0.32,9.0,22.5
2016-02-15,2521,WEST DES MOINES,50265,77,1041100,434,31666,750,3.4,5.1,12,61.2,9.0,2.38,20.4,6.8
2015-03-25,2502,ANKENY,50021,77,1082900,389,64776,750,19.99,29.99,4,119.96,3.0,0.79,40.0,39.9866666667
2015-10-26,2569,CEDAR RAPIDS,52402,57,1011100,260,25601,500,6.17,9.26,1,9.26,0.5,0.13,3.09,18.52
2015-06-18,2635,DAVENPORT,52807,82,1081200,260,68036,750,13.25,19.88,12,238.56,9.0,2.38,79.56,26.5066666667
2016-02-24,2642,PELLA,50219,63,1062310,260,1799,1750,18.0,27.0,12,324.0,21.0,5.55,108.0,15.4285714286
2015-08-11,2508,CEDAR RAPIDS,52405,57,1062310,260,43285,750,9.0,13.5,24,324.0,18.0,4.76,108.0,18.0
2015-12-14,2650,HARLAN,51537,83,1031200,380,41698,750,6.5,9.75,4,39.0,3.0,0.79,13.0,13.0
2015-06-08,2605,CEDAR RAPIDS,52402,57,1071100,395,58873,1750,8.2,12.3,6,73.8,10.5,2.77,24.6,7.02857142857
2016-03-29,3390,MILFORD,51351,30,1011200,55,21598,1750,9.24,13.86,12,166.32,21.0,5.55,55.44,7.92
2015-12-22,3447,SIOUX CITY,51106,97,1022100,395,89198,1750,20.25,30.38,72,2187.36,126.0,33.29,729.36,17.36
2015-02-10,4255,ORANGE CITY,51041,84,1041100,297,29998,1750,7.33,11.0,6,66.0,10.5,2.77,22.02,6.28571428571
2015-12-16,2551,CHARITON,50049,59,1081200,260,68036,750,13.49,20.24,12,242.88,9.0,2.38,81.0,26.9866666667
2016-02-03,4481,IOWA CITY,52240,52,1011300,85,26821,500,9.06,13.59,2,27.18,1.0,0.26,9.06,27.18
2015-04-22,2835,CEDAR FALLS,50613,7,1011200,55,21598,1750,9.24,13.86,6,83.16,10.5,2.77,27.72,7.92
2016-02-24,4135,ALTOONA,50009,77,1011100,803,27776,750,10.25,15.38,3,46.14,2.25,0.59,15.39,20.5066666667
2015-06-30,3820,SIOUX CITY,51103,97,1032200,395,35039,750,9.96,14.94,1,14.94,0.75,0.2,4.98,19.92
2016-03-16,2505,BOONE,50036,8,1011250,85,26906,750,27.09,40.64,2,81.28,1.5,0.4,27.1,54.1866666667
2015-10-22,2190,DES MOINES,50314,77,1701100,260,36374,1000,17.5,26.25,2,52.5,2.0,0.53,17.5,26.25
2015-08-13,3713,MASON CITY,50401,17,1031080,260,37998,1750,14.75,22.13,12,265.56,21.0,5.55,88.56,12.6457142857
2015-01-13,4344,GRIMES,50111,77,1081600,260,67267,1000,11.75,17.63,1,17.63,1.0,0.26,5.88,17.63
2015-09-22,3622,SPIRIT LAKE,51360,30,1062200,35,43038,1750,15.0,22.5,6,135.0,10.5,2.77,45.0,12.8571428571
2015-01-05,2650,HARLAN,51537,83,1041100,370,32236,750,6.49,9.74,3,29.22,2.25,0.59,9.75,12.9866666667
2016-02-15,3805,DAVENPORT,52084,82,1022100,410,88290,200,8.5,12.75,12,153.0,2.4,0.63,51.0,63.75
2015-09-15,3872,DUBUQUE,52003,31,1062310,260,43336,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2015-03-16,2584,FORT MADISON,52627,56,1041100,434,30526,750,3.44,5.16,4,20.64,3.0,0.79,6.88,6.88
2016-01-12,4321,CHARLES CITY,50616,34,1011100,65,24458,1750,11.02,16.53,2,33.06,3.5,0.92,11.02,9.44571428571
2015-06-02,4566,CEDAR RAPIDS,52404,57,1051010,115,53214,375,3.22,4.83,7,33.81,2.62,0.69,11.27,12.9045801527
2016-01-19,2524,DUBUQUE,52001,31,1062300,370,42717,1000,10.49,15.74,12,188.88,12.0,3.17,63.0,15.74
2015-06-11,4668,CLEAR LAKE,50428,17,1031080,434,36306,750,3.34,5.01,12,60.12,9.0,2.38,20.04,6.68
2016-02-03,2290,STORM LAKE,50588,11,1011100,297,23828,1750,7.46,11.19,2,22.38,3.5,0.92,7.46,6.39428571429
2015-04-14,2508,CEDAR RAPIDS,52405,57,1032080,370,34008,1750,19.99,29.99,12,359.88,21.0,5.55,120.0,17.1371428571
2015-06-08,4154,HIAWATHA,52233,57,1081010,434,76486,750,3.38,5.07,2,10.14,1.5,0.4,3.38,6.76
2015-05-22,2613,COUNCIL BLUFFS,51501,78,1012100,260,11297,1000,18.5,27.75,12,333.0,12.0,3.17,111.0,27.75
2016-01-19,2445,OAKLAND,51560,78,1012200,260,5347,1000,17.5,26.25,3,78.75,3.0,0.79,26.25,26.25
2015-08-27,4594,DES MOINES,50312,77,1081600,421,64866,750,8.98,13.47,12,161.64,9.0,2.38,53.88,17.96
2015-07-01,2571,WATERLOO,50703,7,1031080,434,36305,750,3.34,5.01,12,60.12,9.0,2.38,20.04,6.68
2015-02-05,2652,MASON CITY,50401,17,1081010,305,72596,750,7.17,10.76,2,21.52,1.5,0.4,7.18,14.3466666667
2015-06-09,2522,SPIRIT LAKE,51360,30,1081200,330,80456,750,6.7,10.05,12,120.6,9.0,2.38,40.2,13.4
2015-08-04,4602,PACIFIC JUNCTION,51561,65,1011100,260,25604,375,3.5,5.25,24,126.0,9.0,2.38,42.0,14.0
2015-04-23,4372,MASON CITY,50401,17,1032080,35,34423,375,9.0,13.5,3,40.5,1.12,0.3,13.5,36.1607142857
2015-11-03,2524,DUBUQUE,52001,31,1031200,380,40621,500,4.89,7.34,1,7.34,0.5,0.13,2.45,14.68
2015-09-16,2621,SIOUX CITY,51105,97,1012100,260,11294,375,7.75,11.63,4,46.52,1.5,0.4,15.52,31.0133333333
2015-05-07,2633,DES MOINES,50320,77,1011200,461,22157,1000,16.16,24.24,12,290.88,12.0,3.17,96.96,24.24
2015-10-19,3403,COLUMBUS JUNCTION,52738,58,1081200,305,73052,375,7.42,11.13,3,33.39,1.12,0.3,11.13,29.8125
2015-03-18,2501,AMES,50010,85,1081600,421,64867,1000,11.34,17.01,12,204.12,12.0,3.17,68.04,17.01
2015-11-10,4515,DOWS,50071,99,1071100,395,58835,800,4.62,6.93,6,41.58,4.8,1.27,13.86,8.6625
2015-02-25,3820,SIOUX CITY,51103,97,1082900,65,67006,750,11.5,17.25,12,207.0,9.0,2.38,69.0,23.0
2015-04-13,2555,KEOKUK,52632,56,1081200,260,68034,375,7.0,10.5,3,31.5,1.12,0.3,10.5,28.125
2016-03-23,3735,OSKALOOSA,52577,10,1031080,55,35315,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2015-03-31,3912,CEDAR RAPIDS,52405,57,1031080,300,36904,375,1.8,2.7,24,64.8,9.0,2.38,21.6,7.2
2015-02-18,4438,AMES,50010,85,1031080,205,36969,750,6.9,10.35,12,124.2,9.0,2.38,41.4,13.8
2015-12-01,2552,CEDAR RAPIDS,52404,57,1081300,434,81206,750,3.71,5.57,12,66.84,9.0,2.38,22.32,7.42666666667
2015-06-16,4459,EAGLE GROVE,50533,99,1031080,434,36306,750,3.34,5.01,24,120.24,18.0,4.76,40.08,6.68
2015-12-01,3443,COUNCIL BLUFFS,51503,78,1011100,260,25608,1750,11.96,17.94,6,107.64,10.5,2.77,35.88,10.2514285714
2015-06-03,3932,MAPLETON,51034,67,1081600,85,86888,1750,20.26,30.39,2,60.78,3.5,0.92,20.26,17.3657142857
2015-01-26,2512,IOWA CITY,52240,52,1081030,370,67527,1000,15.24,22.86,12,274.32,12.0,3.17,91.44,22.86
2015-03-19,3456,CLEAR LAKE,50428,17,1082900,259,65195,750,8.83,13.75,2,27.5,1.5,0.4,9.84,18.3333333333
2015-11-23,4617,DES MOINES,50317,77,1031200,380,41604,750,6.5,9.75,2,19.5,1.5,0.4,6.5,13.0
2016-03-14,2662,MUSCATINE,52761,70,1012100,260,11298,1750,31.99,47.99,2,95.98,3.5,0.92,32.0,27.4228571429
2015-02-17,4589,SIBLEY,51249,72,1081300,434,81196,750,3.71,5.57,3,16.71,2.25,0.59,5.58,7.42666666667
2015-03-16,4747,DAVENPORT,52803,82,1011200,65,19066,750,10.49,15.74,12,188.88,9.0,2.38,63.0,20.9866666667
2016-01-26,3688,FREDERICKSBURG,50630,19,1081300,434,81208,1750,7.08,10.62,6,63.72,10.5,2.77,21.24,6.06857142857
2015-06-09,2413,DUBUQUE,52001,31,1011250,421,17766,750,17.16,25.74,2,51.48,1.5,0.4,17.16,34.32
2015-01-21,3928,NORTH LIBERTY,52317,52,1012100,260,11290,300,7.35,11.03,1,11.03,0.3,0.08,3.68,36.7666666667
2015-10-14,2576,STORM LAKE,50588,11,1022100,395,64933,750,15.46,23.19,1,23.19,0.75,0.2,7.73,30.92
2015-01-20,4461,WINDSOR HEIGHTS,50324,77,1011300,85,26821,500,9.06,13.59,4,54.36,2.0,0.53,18.12,27.18
2015-03-16,4698,FAIRFIELD,52556,51,1012100,115,11773,200,1.56,2.34,48,112.32,9.6,2.54,37.44,11.7
2015-04-29,2505,BOONE,50036,8,1031080,421,36978,1750,6.92,10.38,6,62.28,10.5,2.77,20.76,5.93142857143
2015-08-19,3857,WAUKON,52172,3,1081355,434,84496,750,4.75,7.13,2,14.26,1.5,0.4,4.76,9.50666666667
2016-03-28,4522,MONROE,50170,50,1031080,434,36304,375,1.86,2.79,4,11.16,1.5,0.4,3.72,7.44
2015-06-29,4346,SHELLSBURG,52332,6,1041100,370,32236,750,6.49,9.74,1,9.74,0.75,0.2,3.25,12.9866666667
2016-01-07,4104,MASON CITY,50401,17,1012100,380,14483,3000,29.3,43.95,1,43.95,3.0,0.79,14.65,14.65
2016-02-01,4910,WATERLOO,50702,7,1011200,65,19066,750,10.49,15.74,12,188.88,9.0,2.38,63.0,20.9866666667
2015-11-30,5071,DURANT,52747,16,1031080,55,35317,1000,3.97,5.96,2,11.92,2.0,0.53,3.98,5.96
2015-06-01,4067,WELLMAN,52356,90,1062310,260,43285,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2016-01-25,4617,DES MOINES,50317,77,1012200,260,5346,750,14.49,21.74,3,65.22,2.25,0.59,21.75,28.9866666667
2015-10-05,4307,DUNLAP,712-2,43,1031080,301,38177,1000,11.92,17.88,2,35.76,2.0,0.53,11.92,17.88
2016-03-09,2545,IOWA CITY,52245,52,1031080,205,36968,375,3.5,5.25,3,15.75,1.12,0.3,5.25,14.0625
2015-03-24,4167,DUBUQUE,52001,31,1081010,434,76487,1000,4.05,6.08,12,72.96,12.0,3.17,24.36,6.08
2015-07-21,4557,TRAER,50675,86,1081250,434,79816,750,4.75,7.13,2,14.26,1.5,0.4,4.76,9.50666666667
2015-09-14,5070,WILTON,52778,70,1081600,421,64858,3000,29.72,44.58,1,44.58,3.0,0.79,14.86,14.86
2015-07-21,3390,MILFORD,51351,30,1012100,260,11294,375,7.75,11.63,5,58.15,1.88,0.5,19.4,30.9308510638
2015-02-26,2130,WATERLOO,50703,7,1081210,434,79966,750,4.5,6.75,12,81.0,9.0,2.38,27.0,9.0
2016-03-28,2512,IOWA CITY,52240,52,1012100,260,11298,1750,31.99,47.99,6,287.94,10.5,2.77,96.0,27.4228571429
2015-10-26,2521,WEST DES MOINES,50265,77,1081600,421,64858,3000,29.72,44.58,30,1337.4,90.0,23.78,445.8,14.86
2015-09-14,3838,BETTENDORF,52722,48,1031200,205,40594,750,6.9,10.35,12,124.2,9.0,2.38,41.4,13.8
2015-10-20,2620,WINDSOR HEIGHTS,50311,77,1062310,35,43205,750,7.5,11.25,3,33.75,2.25,0.59,11.25,15.0
2016-01-26,2620,WINDSOR HEIGHTS,50311,77,1031080,259,35416,750,3.82,6.06,12,72.72,9.0,2.38,26.88,8.08
2015-11-09,2560,MARION,52302,57,1031080,297,35918,1750,7.2,10.8,6,64.8,10.5,2.77,21.6,6.17142857143
2015-01-08,4902,WATERLOO,50703,7,1011300,85,86669,375,6.77,10.16,2,20.32,0.75,0.2,6.78,27.0933333333
2016-02-01,4154,HIAWATHA,52233,57,1041100,434,31658,1750,7.11,10.67,3,32.01,5.25,1.39,10.68,6.09714285714
2016-01-12,2666,ANKENY,50023,77,1012210,240,4356,750,34.59,51.89,3,155.67,2.25,0.59,51.9,69.1866666667
2015-11-16,4993,KEOKUK,52632,56,1031080,322,36592,750,10.0,15.0,12,180.0,9.0,2.38,60.0,20.0
2016-02-09,3728,COUNCIL BLUFFS,51503,78,1012100,260,11298,1750,31.99,47.99,1,47.99,1.75,0.46,16.0,27.4228571429
2015-09-24,4001,CARROLL,51401,14,1081390,421,69637,1000,11.0,16.5,12,198.0,12.0,3.17,66.0,16.5
2015-07-01,2567,DAVENPORT,52806,82,1071100,55,57125,1750,6.0,9.25,6,55.5,10.5,2.77,19.5,5.28571428571
2015-11-12,3762,WINDSOR HEIGHTS,50322,77,1051010,205,52595,750,5.92,8.88,1,8.88,0.75,0.2,2.96,11.84
