Date,Store Number,City,Zip Code,County Number,Category,Vendor Number,Item Number,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Margin,Price per Liter
2015-06-22,3461,STUART,50250,1,1032080,35,34433,750,18.49,27.74,3,83.22,2.25,0.59,27.75,36.9866666667
2015-08-06,2616,CLINTON,52732,23,1031080,421,36976,750,3.27,4.91,12,58.92,9.0,2.38,19.68,6.54666666667
2015-06-17,2572,CEDAR FALLS,50613,7,1062200,35,43388,1750,8.33,12.5,6,75.0,10.5,2.77,25.02,7.14285714286
2015-07-07,3621,SHELDON,51201,71,1081200,260,68037,1000,17.25,25.88,1,25.88,1.0,0.26,8.63,25.88
2015-09-08,3942,TOLEDO,52342,86,1081700,370,42175,750,7.49,11.24,2,22.48,1.5,0.4,7.5,14.9866666667
2015-10-21,2502,ANKENY,50021,77,1701100,259,352,750,7.94,11.91,12,142.92,9.0,2.38,47.64,15.88
2015-05-11,2588,CEDAR RAPIDS,52403,57,1041100,260,30316,750,5.0,7.5,6,45.0,4.5,1.19,15.0,10.0
2015-09-24,3769,CEDAR FALLS,50613,7,1031080,255,37888,1750,10.0,15.0,6,90.0,10.5,2.77,30.0,8.57142857143
2016-03-29,4070,BELLE PLAINE,52208,6,1012100,260,11348,1750,16.0,24.0,6,144.0,10.5,2.77,48.0,13.7142857143
2015-05-20,2113,GOWRIE,50543,94,1031080,297,35918,1750,7.2,10.8,6,64.8,10.5,2.77,21.6,6.17142857143
2015-02-02,4624,HIAWATHA,52233,57,1011300,85,26823,200,4.08,6.12,5,30.6,1.0,0.26,10.2,30.6
2015-01-06,4346,SHELLSBURG,52332,6,1062300,370,42716,750,7.49,11.24,2,22.48,1.5,0.4,7.5,14.9866666667
2016-02-03,4073,FOREST CITY,50436,95,1012300,370,15628,1750,29.98,44.97,2,89.94,3.5,0.92,29.98,25.6971428571
2016-02-15,2538,WATERLOO,50702,7,1081390,260,65066,750,13.0,19.5,1,19.5,0.75,0.2,6.5,26.0
2015-03-17,4177,LE GRAND,50142,64,1011100,65,22788,1750,7.61,11.42,2,22.84,3.5,0.92,7.62,6.52571428571
2015-05-18,3696,DES MOINES,50315,77,1082900,259,65195,750,8.83,13.75,6,82.5,4.5,1.19,29.52,18.3333333333
2015-02-23,4312,COUNCIL BLUFFS,51501,78,1031080,55,35318,1750,6.92,10.38,6,62.28,10.5,2.77,20.76,5.93142857143
2015-02-24,4743,COUNCIL BLUFFS,51503,78,1012100,55,12408,1750,7.94,12.51,6,75.06,10.5,2.77,27.42,7.14857142857
2015-12-26,2590,CEDAR RAPIDS,52402,57,1011500,259,904976,750,12.98,19.47,11,214.17,8.25,2.18,71.39,25.96
2015-09-28,4910,WATERLOO,50702,7,1062300,260,43360,500,4.96,7.44,1,7.44,0.5,0.13,2.48,14.88
2015-01-06,2565,SPENCER,51301,21,1081010,55,73986,750,6.0,9.0,4,36.0,3.0,0.79,12.0,12.0
2015-08-03,4019,MANCHESTER,52057,28,1062310,35,43205,750,7.5,11.25,12,135.0,9.0,2.38,45.0,15.0
2016-03-22,4397,ANKENY,50021,77,1062310,260,43331,500,4.8,7.2,2,14.4,1.0,0.26,4.8,14.4
2015-03-04,4162,CEDAR RAPIDS,52404,57,1032080,370,34008,1750,19.99,29.99,3,89.97,5.25,1.39,30.0,17.1371428571
2015-08-18,2522,SPIRIT LAKE,51360,30,1031200,205,40594,750,6.9,10.35,3,31.05,2.25,0.59,10.35,13.8
2016-03-24,3993,WATERLOO,50701,7,1051010,205,52582,750,7.24,10.86,12,130.32,9.0,2.38,43.44,14.48
2015-04-22,4635,CEDAR RAPIDS,52405,57,1032080,370,34004,375,6.49,9.74,5,48.7,1.88,0.5,16.25,25.9042553191
2015-02-24,5061,CEDAR RAPIDS,52404,57,1011200,65,27682,750,11.03,16.55,12,198.6,9.0,2.38,66.24,22.0666666667
2015-03-17,4084,ANKENY,50023,77,1031200,380,41704,750,6.5,9.75,4,39.0,3.0,0.79,13.0,13.0
2015-03-02,2555,KEOKUK,52632,56,1052010,389,50686,750,7.0,10.5,2,21.0,1.5,0.4,7.0,14.0
2015-06-25,4595,DES MOINES,50321,77,1031080,55,35316,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2015-10-05,5094,CEDAR RAPIDS,52401,57,1012100,115,11776,750,5.23,7.85,3,23.55,2.25,0.59,7.86,10.4666666667
2015-12-29,2502,ANKENY,50021,77,1081305,55,84159,750,7.8,11.7,2,23.4,1.5,0.4,7.8,15.6
2015-11-23,2614,DAVENPORT,52807,82,1032080,267,35213,1750,10.99,16.49,6,98.94,10.5,2.77,33.0,9.42285714286
2015-06-10,2548,ALTOONA,50009,77,1082900,389,64776,750,19.99,29.99,3,89.97,2.25,0.59,30.0,39.9866666667
2015-11-04,4509,AMES,50010,85,1031200,260,77740,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2015-02-24,4106,DUBUQUE,52002,31,1062310,260,43333,200,2.13,3.2,12,38.4,2.4,0.63,12.84,16.0
2015-12-23,2515,MASON CITY,50401,17,1012100,115,11777,1000,6.63,9.95,12,119.4,12.0,3.17,39.84,9.95
2015-06-29,2644,FORT DODGE,50501,94,1081900,322,75212,500,7.47,11.21,3,33.63,1.5,0.4,11.22,22.42
2015-05-14,2836,WATERLOO,50703,7,1071100,65,63361,750,5.77,8.66,2,17.32,1.5,0.4,5.78,11.5466666667
2016-03-01,2660,SIOUX CENTER,51250,84,1042100,260,28866,750,12.5,18.75,2,37.5,1.5,0.4,12.5,25.0
2015-01-21,3896,IOWA CITY,52240,52,1031080,205,36968,375,3.5,5.25,4,21.0,1.5,0.4,7.0,14.0
2015-05-20,4200,SIOUX CITY,51108,97,1031080,259,35418,1750,9.79,14.69,3,44.07,5.25,1.39,14.7,8.39428571429
2015-10-05,3400,DES MOINES,50317,77,1062200,35,43035,750,8.26,12.39,12,148.68,9.0,2.38,49.56,16.52
2015-02-12,2106,CEDAR FALLS,50613,7,1031200,380,41604,750,6.5,9.75,12,117.0,9.0,2.38,39.0,13.0
2015-01-12,5070,WILTON,52778,70,1031080,434,36308,1750,7.17,10.76,6,64.56,10.5,2.77,21.54,6.14857142857
2015-02-10,4344,GRIMES,50111,77,1032080,370,34007,1000,14.99,22.49,2,44.98,2.0,0.53,15.0,22.49
2015-12-18,2590,CEDAR RAPIDS,52402,57,1052010,65,47785,375,8.09,12.14,4,48.56,1.5,0.4,16.2,32.3733333333
2015-03-09,3465,PANORA,50216,39,1012100,115,10550,750,6.75,10.13,3,30.39,2.25,0.59,10.14,13.5066666667
2015-10-01,2806,CLINTON,52732,23,1081200,260,68013,750,13.25,19.88,12,238.56,9.0,2.38,79.56,26.5066666667
2015-08-17,2605,CEDAR RAPIDS,52402,57,1032200,65,36002,750,6.88,10.82,3,32.46,2.25,0.59,11.82,14.4266666667
2016-03-17,4900,WATERLOO,50703,7,1041100,205,31475,750,6.9,10.35,108,1117.8,81.0,21.4,372.6,13.8
2015-06-29,4042,GLENWOOD,51534,65,1032080,370,34008,1750,19.99,29.99,6,179.94,10.5,2.77,60.0,17.1371428571
2015-06-24,4105,NEVADA,50201,85,1071100,395,58838,1750,8.2,12.3,1,12.3,1.75,0.46,4.1,7.02857142857
2015-12-28,3912,CEDAR RAPIDS,52405,57,1062310,260,43334,375,5.0,7.5,24,180.0,9.0,2.38,60.0,20.0
2015-12-22,2603,BETTENDORF,52722,82,1011200,246,16562,750,24.5,36.75,6,220.5,4.5,1.19,73.5,49.0
2015-08-11,2522,SPIRIT LAKE,51360,30,1062200,65,44487,1000,8.4,12.6,3,37.8,3.0,0.79,12.6,12.6
2015-05-05,4426,MARSHALLTOWN,50158,64,1031080,55,35318,1750,6.92,10.38,6,62.28,10.5,2.77,20.76,5.93142857143
2015-05-04,3899,WEST DES MOINES,50266,77,1032080,115,34821,1750,14.75,22.13,6,132.78,10.5,2.77,44.28,12.6457142857
2015-11-21,2624,DUBUQUE,52002,31,1012100,115,10549,600,7.12,10.68,1,10.68,0.6,0.16,3.56,17.8
2015-09-29,2651,WAVERLY,50677,9,1012100,115,10550,750,6.75,10.13,12,121.56,9.0,2.38,40.56,13.5066666667
2015-07-14,2553,CRESTON,50801,88,1081300,434,81208,1750,7.08,10.62,6,63.72,10.5,2.77,21.24,6.06857142857
2015-11-02,3907,MUSCATINE,52761,70,1052010,420,48099,200,5.65,8.48,3,25.44,0.6,0.16,8.49,42.4
2015-07-14,4678,ADEL,50003,25,1062200,434,46351,1000,4.34,6.51,12,78.12,12.0,3.17,26.04,6.51
2015-12-09,2637,DAVENPORT,52804,82,1062200,260,43325,500,4.8,7.2,12,86.4,6.0,1.59,28.8,14.4
2016-01-19,2228,WINTERSET,50273,61,1012100,115,11788,1750,10.45,15.68,12,188.16,21.0,5.55,62.76,8.96
2015-06-01,2555,KEOKUK,52632,56,1031080,260,38008,1750,14.75,22.13,6,132.78,10.5,2.77,44.28,12.6457142857
2016-02-03,4597,DES MOINES,50315,77,1012100,260,11290,300,7.35,11.03,1,11.03,0.3,0.08,3.68,36.7666666667
2015-10-01,2515,MASON CITY,50401,17,1062310,260,43316,750,11.45,17.18,3,51.54,2.25,0.59,17.19,22.9066666667
2015-06-01,4306,HAMPTON,50441,35,1012100,115,11588,1750,12.99,19.49,1,19.49,1.75,0.46,6.5,11.1371428571
2015-11-04,3857,WAUKON,52172,3,1031080,297,35926,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2015-02-05,2248,DES MOINES,50312,77,1031080,301,38178,1750,18.52,27.78,24,666.72,42.0,11.1,222.24,15.8742857143
2015-12-17,4988,CEDAR FALLS,50613,7,1081300,434,80577,1000,3.84,5.76,3,17.28,3.0,0.79,5.76,5.76
2015-05-04,3773,CEDAR RAPIDS,52401,57,1011200,65,20247,1000,5.51,8.27,12,99.24,12.0,3.17,33.12,8.27
2015-11-10,2544,MARSHALLTOWN,50158,64,1062200,35,43121,500,5.54,8.31,3,24.93,1.5,0.4,8.31,16.62
2016-01-06,4565,SIOUX CITY,51106,97,1031080,260,37994,375,4.75,7.13,8,57.04,3.0,0.79,19.04,19.0133333333
2015-02-04,2844,IOWA CITY,52240,52,1031080,255,37888,1750,10.0,15.0,6,90.0,10.5,2.77,30.0,8.57142857143
2015-06-17,3648,FAIRBANK,50629,10,1011300,85,26826,750,15.07,22.61,3,67.83,2.25,0.59,22.62,30.1466666667
2015-04-13,3400,DES MOINES,50317,77,1062310,260,43244,750,10.0,15.0,4,60.0,3.0,0.79,20.0,20.0
2015-06-25,4997,DES MOINES,50309,77,1032080,115,34821,1750,14.75,22.13,6,132.78,10.5,2.77,44.28,12.6457142857
2015-01-21,2846,CEDAR RAPIDS,52404,57,1081600,85,86886,750,9.85,14.78,2,29.56,1.5,0.4,9.86,19.7066666667
2016-03-15,3704,EMMETSBURG,50536,74,1081330,434,84457,1000,5.42,8.13,24,195.12,24.0,6.34,65.04,8.13
2015-01-27,4525,AKRON,51001,75,1012100,260,11296,750,15.0,22.5,5,112.5,3.75,0.99,37.5,30.0
2015-04-23,3858,DAVENPORT,52806,82,1062200,35,43124,375,4.5,6.75,24,162.0,9.0,2.38,54.0,18.0
2015-09-16,4324,DAYTON,50530,94,1031200,380,41693,750,6.5,9.75,2,19.5,1.5,0.4,6.5,13.0
2015-12-30,4132,CAMANCHE,52730,23,1031080,301,38178,1750,18.52,27.78,6,166.68,10.5,2.77,55.56,15.8742857143
2016-03-08,2657,BEDFORD,50833,87,1012300,370,15626,750,14.99,22.49,1,22.49,0.75,0.2,7.5,29.9866666667
2015-09-02,4697,IOWA CITY,52240,52,1011300,85,26822,100,1.74,2.61,48,125.28,4.8,1.27,41.76,26.1
2015-05-26,4346,SHELLSBURG,52332,6,1011100,434,24158,1750,7.62,11.43,1,11.43,1.75,0.46,3.81,6.53142857143
2015-10-05,3385,CEDAR RAPIDS,52402,57,1062100,260,42167,1000,12.5,18.75,12,225.0,12.0,3.17,75.0,18.75
2016-03-01,2624,DUBUQUE,52002,31,1012100,260,11296,750,15.0,22.5,12,270.0,9.0,2.38,90.0,30.0
2015-08-24,2507,BURLINGTON,52601,29,1031080,380,37346,750,3.57,5.36,12,64.32,9.0,2.38,21.48,7.14666666667
2016-03-07,4303,MEDIAPOLIS,52637,29,1031080,260,37417,1000,5.5,8.25,2,16.5,2.0,0.53,5.5,8.25
2016-03-22,2619,WEST DES MOINES,50266,77,1031080,434,36308,1750,7.17,10.76,12,129.12,21.0,5.55,43.08,6.14857142857
2016-03-14,4024,IOWA FALLS,50126,42,1062310,259,43028,1750,11.55,17.33,6,103.98,10.5,2.77,34.68,9.90285714286
2015-02-19,4969,CLEAR LAKE,50428,17,1012100,421,12888,1750,8.98,13.47,6,80.82,10.5,2.77,26.94,7.69714285714
2015-06-16,4585,FARLEY,52046,31,1012100,115,11776,750,5.23,7.85,12,94.2,9.0,2.38,31.44,10.4666666667
2016-03-09,4156,OELWEIN,50662,33,1081220,434,78456,750,4.75,7.13,3,21.39,2.25,0.59,7.14,9.50666666667
2015-09-08,3688,FREDERICKSBURG,50630,19,1012100,115,10550,750,6.75,10.13,3,30.39,2.25,0.59,10.14,13.5066666667
2015-08-10,2527,DES MOINES,50315,77,1062200,434,45248,1750,7.84,11.76,6,70.56,10.5,2.77,23.52,6.72
2015-12-14,4867,COUNCIL BLUFFS,51501,78,1012100,65,15246,750,4.2,6.3,24,151.2,18.0,4.76,50.4,8.4
2015-05-11,3690,WATERLOO,50702,7,1062300,370,65767,750,8.49,12.74,12,152.88,9.0,2.38,51.0,16.9866666667
2015-07-13,3400,DES MOINES,50317,77,1052010,420,48106,750,18.99,28.49,12,341.88,9.0,2.38,114.0,37.9866666667
2016-01-14,4958,CEDAR FALLS,50613,7,1031080,461,37988,1750,17.15,25.73,2,51.46,3.5,0.92,17.16,14.7028571429
2015-09-15,4102,AMES,50010,85,1011200,259,17958,1750,14.96,22.44,3,67.32,5.25,1.39,22.44,12.8228571429
2016-02-17,4789,BUSSEY,50044,63,1062200,434,46350,1750,7.67,11.51,6,69.06,10.5,2.77,23.04,6.57714285714
2015-12-14,4874,MOUNT PLEASANT,52641,44,1031080,260,37993,200,2.54,3.81,2,7.62,0.4,0.11,2.54,19.05
2015-04-29,4701,BOONE,50036,8,1012100,260,10807,750,15.0,22.5,12,270.0,9.0,2.38,90.0,30.0
2015-08-26,2594,SIOUX CITY,51106,97,1081200,305,73051,500,8.87,13.31,1,13.31,0.5,0.13,4.44,26.62
2015-06-16,2629,COUNCIL BLUFFS,51503,78,1081030,370,67522,500,6.6,9.9,1,9.9,0.5,0.13,3.3,19.8
2015-10-07,4409,BOONE,50036,8,1032080,115,34820,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2016-03-07,4057,DES MOINES,50316,77,1082900,420,65090,750,74.22,111.33,1,111.33,0.75,0.2,37.11,148.44
2015-09-28,4644,DAVENPORT,52803,82,1041100,297,29996,750,3.46,5.19,4,20.76,3.0,0.79,6.92,6.92
2015-12-17,3769,CEDAR FALLS,50613,7,1012100,55,12408,1750,7.94,12.51,6,75.06,10.5,2.77,27.42,7.14857142857
2015-01-12,2487,ANAMOSA,52205,53,1031080,421,38088,1750,9.44,14.16,6,84.96,10.5,2.77,28.32,8.09142857143
2015-10-27,4344,GRIMES,50111,77,1081030,370,67526,750,11.99,17.99,1,17.99,0.75,0.2,6.0,23.9866666667
2015-08-31,5071,DURANT,52747,16,1012100,260,11290,300,7.35,11.03,1,11.03,0.3,0.08,3.68,36.7666666667
2015-02-05,2567,DAVENPORT,52806,82,1062300,35,43051,750,7.75,12.0,1,12.0,0.75,0.2,4.25,16.0
2015-08-13,2849,DES MOINES,50320,77,1031200,205,40193,750,6.9,10.35,12,124.2,9.0,2.38,41.4,13.8
2015-10-05,2532,DES MOINES,50317,77,1031080,260,37996,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2016-03-21,3868,MARION,52302,57,1031200,260,77842,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2015-05-27,4097,SCHLESWIG,51461,24,1042100,260,28867,1000,15.25,22.88,1,22.88,1.0,0.26,7.63,22.88
2015-09-29,2641,COUNCIL BLUFFS,51501,78,1041100,370,32231,500,3.3,4.95,3,14.85,1.5,0.4,4.95,9.9
2015-05-27,2637,DAVENPORT,52804,82,1081300,65,80686,750,3.44,5.16,12,61.92,9.0,2.38,20.64,6.88
2015-12-16,2594,SIOUX CITY,51106,97,1011200,359,17670,750,19.17,28.76,6,172.56,4.5,1.19,57.54,38.3466666667
2015-12-03,4366,TIFFIN,52340,52,1011200,65,19066,750,10.49,15.74,6,94.44,4.5,1.19,31.5,20.9866666667
2015-12-17,2663,URBANDALE,50322,77,1011200,373,18906,750,16.0,24.0,6,144.0,4.5,1.19,48.0,32.0
2015-10-12,2539,IOWA FALLS,50126,42,1012100,65,10627,1000,9.71,14.57,12,174.84,12.0,3.17,58.32,14.57
2015-07-28,4956,CEDAR RAPIDS,52405,57,1062310,259,43028,1750,11.55,17.33,3,51.99,5.25,1.39,17.34,9.90285714286
2016-01-25,2507,BURLINGTON,52601,29,1081315,65,82618,1750,11.54,17.31,6,103.86,10.5,2.77,34.62,9.89142857143
2015-04-13,4869,GUTTENBERG,52052,22,1062310,260,43337,1000,11.75,17.63,12,211.56,12.0,3.17,70.56,17.63
2015-11-18,2840,BETTENDORF,52722,82,1062200,35,43125,750,8.26,12.39,12,148.68,9.0,2.38,49.56,16.52
2015-06-24,5050,CARLISLE,50047,91,1031080,380,37338,1750,8.99,14.49,300,4347.0,525.0,138.69,1650.0,8.28
2015-04-23,2582,MASON CITY,50401,17,1011200,65,27680,500,3.3,4.95,6,29.7,3.0,0.79,9.9,9.9
2015-06-08,2633,DES MOINES,50320,77,1012100,260,10836,750,17.0,25.5,1,25.5,0.75,0.2,8.5,34.0
2015-07-29,2501,AMES,50010,85,1082900,389,64776,750,19.99,29.99,2,59.98,1.5,0.4,20.0,39.9866666667
2015-02-16,3162,MUSCATINE,52761,70,1051110,434,55086,750,5.48,8.22,12,98.64,9.0,2.38,32.88,10.96
2015-09-23,3648,FAIRBANK,50629,10,1012100,55,11936,750,3.84,6.01,24,144.24,18.0,4.76,52.08,8.01333333333
2015-10-12,2527,DES MOINES,50315,77,1062310,259,43022,500,3.78,5.67,4,22.68,2.0,0.53,7.56,11.34
2015-02-11,2501,AMES,50010,85,1062310,260,43322,750,9.99,14.99,4,59.96,3.0,0.79,20.0,19.9866666667
2016-02-16,3495,MONTICELLO,52310,53,1081600,421,64868,1750,15.33,23.0,2,46.0,3.5,0.92,15.34,13.1428571429
2015-06-29,2552,CEDAR RAPIDS,52404,57,1022100,434,87596,750,11.0,16.5,2,33.0,1.5,0.4,11.0,22.0
2015-03-12,4801,DES MOINES,50311,77,1011200,55,21598,1750,9.24,13.86,6,83.16,10.5,2.77,27.72,7.92
2015-09-01,4362,POLK CITY,50226,77,1062310,259,43026,750,5.78,8.67,12,104.04,9.0,2.38,34.68,11.56
2015-11-21,2843,CEDAR RAPIDS,52402,57,1062200,35,43038,1750,15.0,22.5,3,67.5,5.25,1.39,22.5,12.8571428571
2015-02-17,4172,ALDEN,50006,42,1032080,370,34007,1000,14.99,22.49,3,67.47,3.0,0.79,22.5,22.49
2015-11-10,4103,AMES,50010,85,1062300,260,43362,750,9.0,13.5,6,81.0,4.5,1.19,27.0,18.0
2016-01-13,3990,OSKALOOSA,52577,62,1031080,55,35318,1750,6.92,10.38,6,62.28,10.5,2.77,20.76,5.93142857143
2015-10-07,3818,KNOXVILLE,50138,63,1052010,389,49186,750,21.98,32.97,1,32.97,0.75,0.2,10.99,43.96
2015-06-30,2572,CEDAR FALLS,50613,7,1011200,421,21480,750,6.38,9.57,3,28.71,2.25,0.59,9.57,12.76
2015-07-07,4783,EMMETSBURG,50536,74,1031200,380,41360,750,6.5,9.75,12,117.0,9.0,2.38,39.0,13.0
2015-11-20,2506,BURLINGTON,52601,29,1012100,65,10627,1000,9.71,14.57,12,174.84,12.0,3.17,58.32,14.57
2015-04-30,4190,JEFFERSON,50129,37,1071100,55,57148,1750,6.0,9.25,6,55.5,10.5,2.77,19.5,5.28571428571
2015-08-26,3842,BANCROFT,50517,55,1012100,115,11788,1750,10.45,15.68,6,94.08,10.5,2.77,31.38,8.96
2015-06-23,2529,CEDAR RAPIDS,52405,57,1031080,55,35316,750,3.37,5.06,2,10.12,1.5,0.4,3.38,6.74666666667
2015-03-23,2532,DES MOINES,50317,77,1062200,434,45278,1750,7.84,11.76,12,141.12,21.0,5.55,47.04,6.72
2015-11-16,3784,INDEPENDENCE,50644,10,1071100,395,58872,1750,8.2,12.3,6,73.8,10.5,2.77,24.6,7.02857142857
2015-12-08,2518,RED OAK,51566,69,1012210,370,5036,750,22.98,34.47,2,68.94,1.5,0.4,22.98,45.96
2015-12-01,2641,COUNCIL BLUFFS,51501,78,1062310,260,43338,1750,18.0,27.0,6,162.0,10.5,2.77,54.0,15.4285714286
2015-02-16,4495,GRUNDY CENTER,50638,38,1081300,434,81208,1750,7.08,10.62,6,63.72,10.5,2.77,21.24,6.06857142857
2015-05-21,3456,CLEAR LAKE,50428,17,1081390,421,69638,1750,14.66,21.99,1,21.99,1.75,0.46,7.33,12.5657142857
2015-10-05,2591,ATLANTIC,50022,15,1081200,322,80336,750,5.0,7.5,24,180.0,18.0,4.76,60.0,10.0
2015-11-18,3926,IOWA CITY,52240,52,1081900,322,75208,500,7.47,11.21,1,11.21,0.5,0.13,3.74,22.42
2015-12-02,2501,AMES,50010,85,1081030,259,67426,750,5.21,8.15,4,32.6,3.0,0.79,11.76,10.8666666667
2016-01-28,2571,WATERLOO,50703,7,1081390,260,65066,750,13.0,19.5,2,39.0,1.5,0.4,13.0,26.0
2015-08-20,4686,CLINTON,52732,23,1081600,421,64870,100,0.89,1.34,48,64.32,4.8,1.27,21.6,13.4
2015-03-19,2152,ROCKWELL,50469,17,1081300,434,81204,375,2.28,3.42,2,6.84,0.75,0.2,2.28,9.12
2015-11-20,3871,WEST DES MOINES,50266,77,1081200,305,73055,750,12.5,18.75,12,225.0,9.0,2.38,75.0,25.0
2015-07-21,3495,MONTICELLO,52310,53,1062300,370,42716,750,7.49,11.24,2,22.48,1.5,0.4,7.5,14.9866666667
2015-12-15,4687,CEDAR RAPIDS,52402,57,1031080,434,36306,750,3.34,5.01,24,120.24,18.0,4.76,40.08,6.68
2015-09-10,2633,DES MOINES,50320,77,1082900,55,64601,750,11.25,16.88,12,202.56,9.0,2.38,67.56,22.5066666667
2015-07-15,4862,KINGSLEY,51028,75,1031080,260,37994,375,4.75,7.13,24,171.12,9.0,2.38,57.12,19.0133333333
2015-04-07,2624,DUBUQUE,52002,31,1031080,55,35318,1750,6.92,10.38,6,62.28,10.5,2.77,20.76,5.93142857143
2015-08-06,4603,DES MOINES,50320,77,1031080,380,37338,1750,10.99,16.49,2,32.98,3.5,0.92,11.0,9.42285714286
2016-03-28,2588,CEDAR RAPIDS,52403,57,1012100,434,13036,750,4.26,6.39,3,19.17,2.25,0.59,6.39,8.52
2015-11-05,4802,DES MOINES,50310,77,1081600,85,86886,750,9.85,14.78,12,177.36,9.0,2.38,59.16,19.7066666667
2015-10-22,2561,DES MOINES,50321,77,1062310,260,43334,375,5.0,7.5,4,30.0,1.5,0.4,10.0,20.0
2015-04-16,2528,DES MOINES,50315,77,1012100,65,15246,750,4.2,6.3,12,75.6,9.0,2.38,25.2,8.4
2015-01-28,2594,SIOUX CITY,51106,97,1031080,205,36969,750,6.9,10.35,12,124.2,9.0,2.38,41.4,13.8
2015-09-17,3756,MANNING,51455,14,1011100,65,25878,1750,7.87,11.81,1,11.81,1.75,0.46,3.94,6.74857142857
2015-07-28,4106,DUBUQUE,52002,31,1051010,259,52316,750,5.42,8.38,3,25.14,2.25,0.59,8.88,11.1733333333
2015-12-14,4794,BURLINGTON,52601,29,1052010,420,48106,750,18.99,28.49,12,341.88,9.0,2.38,114.0,37.9866666667
2015-12-08,4810,ANKENY,50021,77,1062310,260,43331,500,4.8,7.2,1,7.2,0.5,0.13,2.4,14.4
2015-12-22,2594,SIOUX CITY,51106,97,1032080,370,34007,1000,14.99,22.49,12,269.88,12.0,3.17,90.0,22.49
2015-07-22,2545,IOWA CITY,52245,52,1011500,255,27102,750,18.09,27.14,12,325.68,9.0,2.38,108.6,36.1866666667
2015-01-21,2548,ALTOONA,50009,77,1031080,380,37347,1000,4.29,6.44,12,77.28,12.0,3.17,25.8,6.44
2015-03-30,2535,WEST DES MOINES,50265,77,1031080,205,36969,750,6.9,10.35,12,124.2,9.0,2.38,41.4,13.8
2015-02-24,4805,FORT DODGE,50501,94,1051110,434,55086,750,5.48,8.22,12,98.64,9.0,2.38,32.88,10.96
2015-04-27,3385,CEDAR RAPIDS,52402,57,1031080,434,36308,1750,7.17,10.76,48,516.48,84.0,22.19,172.32,6.14857142857
2015-02-09,2670,CORALVILLE,52241,52,1011100,297,23626,750,3.46,5.19,12,62.28,9.0,2.38,20.76,6.92
2016-03-14,4604,NEWTON,50208,50,1081600,421,86802,750,10.33,15.5,1,15.5,0.75,0.2,5.17,20.6666666667
2015-12-28,2651,WAVERLY,50677,9,1071100,395,58836,750,4.62,6.93,2,13.86,1.5,0.4,4.62,9.24
2015-05-13,4183,DECORAH,52101,96,1031080,297,35917,1000,4.17,6.26,12,75.12,12.0,3.17,25.08,6.26
2015-03-18,3354,DAVENPORT,52807,82,1081600,85,86887,1000,12.48,18.72,132,2471.04,132.0,34.87,823.68,18.72
2015-10-26,4673,WEST POINT,52656,56,1051010,259,52316,750,5.42,8.38,2,16.76,1.5,0.4,5.92,11.1733333333
2016-03-03,3858,DAVENPORT,52806,82,1012100,260,10836,750,17.0,25.5,1,25.5,0.75,0.2,8.5,34.0
2015-12-02,4462,BUFFALO CENTER,50424,95,1031080,55,35318,1750,6.92,10.38,6,62.28,10.5,2.77,20.76,5.93142857143
2016-02-17,2576,STORM LAKE,50588,11,1031080,300,36886,750,3.31,4.97,3,14.91,2.25,0.59,4.98,6.62666666667
2015-06-01,2528,DES MOINES,50315,77,1031080,434,36308,1750,7.17,10.76,12,129.12,21.0,5.55,43.08,6.14857142857
2015-08-06,2130,WATERLOO,50703,7,1051110,434,54647,1000,6.38,9.57,12,114.84,12.0,3.17,38.28,9.57
2015-03-16,4125,WAPELLO,52653,58,1031080,55,35318,1750,6.92,10.38,3,31.14,5.25,1.39,10.38,5.93142857143
2015-12-07,2588,CEDAR RAPIDS,52403,57,1011300,85,86669,375,7.0,10.5,6,63.0,2.25,0.59,21.0,28.0
2015-08-04,2644,FORT DODGE,50501,94,1031080,297,35917,1000,4.17,6.26,48,300.48,48.0,12.68,100.32,6.26
2015-01-20,3950,STATE CENTER,50247,48,1062310,260,43336,750,9.0,13.5,3,40.5,2.25,0.59,13.5,18.0
2016-03-02,2200,SAC CITY,50583,81,1032080,65,34578,1750,12.59,18.89,2,37.78,3.5,0.92,12.6,10.7942857143
2015-12-10,4068,WEST DES MOINES,50265,77,1081600,421,64858,3000,29.72,44.58,2,89.16,6.0,1.59,29.72,14.86
2015-05-13,5058,Urbandale,50323,77,1012100,115,11788,1750,9.7,14.93,6,89.58,10.5,2.77,31.38,8.53142857143
2015-11-24,3995,CEDAR FALLS,50613,7,1031200,300,41019,750,7.0,10.5,12,126.0,9.0,2.38,42.0,14.0
2015-09-14,2560,MARION,52302,57,1012100,115,11773,200,1.56,2.34,12,28.08,2.4,0.63,9.36,11.7
2015-08-31,2633,DES MOINES,50320,77,1011100,260,67273,750,9.25,13.88,1,13.88,0.75,0.2,4.63,18.5066666667
